,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.02042555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.663941666666666,44.086728333333326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.294797777777774,45.85186888888887,46.17809222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4394061111111,46.201348333333335,46.50329000000002,49.57483166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.93829333333333,46.606107777777765,46.64198999999999,50.38739055555554,50.86079666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.97159944444443,47.14595277777778,47.16406611111113,50.84410833333332,51.023898888888894,51.25779666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.76319444444444,44.27656611111112,44.17898222222221,46.52588055555557,46.54268166666666,46.71464055555556,47.393272222222215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.05446944444443,44.92543166666666,44.997561111111104,47.39446833333332,47.65071999999999,47.96359333333332,48.60578833333331,45.259161111111105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.40908444444446,46.16550999999999,46.18796388888889,48.39401444444442,48.690072222222234,49.13286777777776,49.73034777777778,46.42624000000001,47.13192999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.66114944444445,46.216631666666665,46.359474444444444,50.20656722222222,50.55697222222223,50.944454444444446,51.06313499999999,46.40091833333332,47.57061722222221,48.732572777777754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.65471833333332,47.040364444444464,47.21094888888889,50.72353277777777,50.94696333333336,51.19866722222222,51.19586500000001,47.227338333333336,48.24499611111111,49.67580833333333,51.161804999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.567453333333326,43.091927222222225,43.26058999999999,44.995051666666654,45.3326738888889,45.725116111111106,46.367920000000005,43.259681111111114,44.047401666666666,45.27773333333334,45.43943111111111,46.212272222222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.01310166666667,43.41729833333333,43.3237438888889,45.22288388888889,45.54807500000001,45.77632333333332,46.62963388888889,43.50816555555556,44.329698333333326,45.45127833333332,45.54381055555556,46.37664722222222,42.397825000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.782251111111115,45.457603888888904,45.29129222222222,47.22485777777777,47.459332222222216,47.888392777777774,48.457108333333316,45.57086111111111,46.17010333333333,47.33536166666667,47.417454999999975,48.19982500000001,44.27601222222223,44.643697222222215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.417650555555554,45.16744888888889,45.03009166666668,47.54212222222221,47.670227222222216,48.02865333333335,48.75981666666667,45.300767777777764,46.2874011111111,47.30840611111111,47.837291111111114,48.456715555555554,44.34377222222223,44.38584444444445,46.40638611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.909331111111115,46.60659499999999,46.742678888888875,50.25240888888887,50.82505499999999,51.18838444444444,51.28870055555554,46.76358444444443,47.67330611111111,49.06747111111113,51.10304444444446,51.273819444444456,45.731976111111116,45.79200833333334,47.789129444444455,48.014502777777764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.64252888888889,47.08604888888889,47.03293555555555,50.68811666666666,50.947547222222234,51.19019499999999,51.21448111111112,47.20731944444443,48.255594444444455,49.63912666666669,51.13994111111112,51.226705555555576,46.25024666666666,46.353170000000006,48.19913944444445,48.48507833333333,51.17947055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
