,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.823776000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.866564333333333,23.985233666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.47633133333333,92.20228166666665,92.13095333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.85970600000002,90.98070466666667,91.905672,23.676970333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.163992,91.144907,93.25233466666664,22.961939,23.919212999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.66337733333334,94.90850033333332,94.60984133333334,95.88733900000001,93.64619599999997,95.69501633333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.20452533333334,94.97046899999997,94.84661700000001,92.59256500000001,92.54461033333332,93.43930966666665,22.421785333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.37401600000001,96.41906900000001,94.96932366666665,93.50685299999999,94.98381066666666,95.98144399999998,24.063536666666675,23.679103333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.77403299999999,94.939768,94.95520133333333,93.819535,95.748336,93.423248,92.38923566666666,89.15232266666666,91.51664733333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.67019466666666,96.62240200000001,93.46964766666666,92.34939133333333,94.355562,93.886956,95.735937,90.486488,91.67820133333332,23.731151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.17774333333334,94.48812666666664,94.22360066666667,93.10359399999997,96.26217933333335,94.01030966666667,91.73879499999998,91.15587433333334,91.77185899999999,23.840185666666663,24.063669666666662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
